 TIME                    	Temperature_ext_C        	Sky_Temperature          	Relative_Humidity        	Wind_velocity            	Solar_zenith_angle       	Solar_Azimut_angle       	Total_titled_surf_radiati	Beam_radiation           	Angle_of_incid_4_surf    	Ground_reflectance       	
  +5.1790000000000000E+03	  +2.4395000000000003E+01	  +1.9481952737266170E+01	  +8.1481927759620015E-03	  +5.5300000000000002E+00	  +7.2585349045528702E+01	  +9.7802442819059522E+01	  +1.3073916902700873E+02	  +0.0000000000000000E+00	  +9.7442733843895056E+01	  +2.0000000000000001E-01	
  +5.1800000000000000E+03	  +2.3695000000000000E+01	  +1.8232698006406736E+01	  +8.1823791454398737E-03	  +5.1899999999999995E+00	  +8.3135395548568582E+01	  +1.0762556424156504E+02	  +4.2008629325192793E+01	  +0.0000000000000000E+00	  +1.0749511762152396E+02	  +2.0000000000000001E-01	
  +5.1810000000000000E+03	  +2.2744999999999997E+01	  +1.5474460959618796E+01	  +8.3373173543552521E-03	  +4.8899999999999997E+00	  +8.9124872319097989E+01	  +1.1357174401667032E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.1356882817292913E+02	  +2.0000000000000001E-01	
  +5.1820000000000000E+03	  +2.1824999999999999E+01	  +1.4117034740402971E+01	  +8.5433726809532040E-03	  +4.6999999999999993E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +5.1830000000000000E+03	  +2.0850000000000001E+01	  +1.4063759998400371E+01	  +9.0667899483774569E-03	  +4.6250000000000000E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +5.1840000000000000E+03	  +1.9920000000000002E+01	  +1.1615654920933878E+01	  +9.5999584783787797E-03	  +4.4150000000000000E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +5.1850000000000000E+03	  +1.9274999999999999E+01	  +9.3055291906200637E+00	  +9.7911214769351336E-03	  +4.2549999999999999E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +5.1860000000000000E+03	  +1.8725000000000001E+01	  +8.2046723079799904E+00	  +9.9426317640597412E-03	  +4.1600000000000001E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +5.1870000000000000E+03	  +1.8145000000000000E+01	  +8.1161884008317884E+00	  +9.9203530314587226E-03	  +4.1349999999999998E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +5.1880000000000000E+03	  +1.7620000000000001E+01	  +7.4397538818801650E+00	  +9.8544039614875591E-03	  +4.2149999999999999E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
